Age,MonthlyIncome,CreditScore,ExistingLoan,LoanAmount,LoanTerm,Dependents,EmploymentStatus,EmploymentYears,PaymentHistory,Eligible
39,46417,483,486649,482809,24,3,Salaried,0,Good,0
36,103020,427,332346,482331,36,3,Self-Employed,10,Good,1
60,98639,586,74442,816505,60,0,Salaried,5,Average,1
48,109881,552,152890,727900,12,3,Salaried,8,Good,1
53,147659,685,436462,347625,36,4,Salaried,19,Average,1
33,136688,529,55598,276577,60,4,Salaried,15,Good,1
45,130584,570,133726,651385,36,4,Salaried,5,Poor,1
56,101567,714,33758,859010,60,2,Business,11,Good,1
47,90886,497,286348,980291,24,3,Salaried,18,Poor,0
58,44432,622,127309,384192,60,1,Self-Employed,12,Good,1
27,87373,355,166000,564771,48,3,Salaried,12,Good,1
25,35884,502,184681,233951,12,3,Salaried,3,Good,1
51,20454,437,30552,191668,60,2,Unemployed,8,Poor,0
43,89960,721,403552,503885,36,3,Business,13,Good,1
30,117421,356,309181,463146,36,0,Salaried,13,Good,1
52,58618,370,147278,229022,60,4,Business,16,Good,1
50,62111,671,34831,932169,48,4,Salaried,4,Poor,1
59,135592,813,43563,330831,60,2,Unemployed,18,Good,1
51,74993,383,18361,496049,24,4,Salaried,1,Good,1
38,143652,342,303479,172540,48,0,Salaried,12,Poor,0
56,93672,432,74469,741349,60,2,Self-Employed,10,Poor,0
22,81125,694,25816,866615,12,1,Business,1,Good,1
34,132509,364,257422,332902,48,4,Salaried,0,Poor,0
33,76602,589,146691,706442,60,3,Business,20,Good,1
49,57222,675,234295,812301,12,0,Salaried,2,Good,1
32,64223,766,92479,670656,60,0,Unemployed,11,Average,1
59,80333,512,26819,620179,24,4,Salaried,6,Average,0
22,137650,447,404957,96901,36,1,Unemployed,0,Good,1
52,64420,770,384474,526728,60,3,Salaried,8,Good,1
33,90504,448,8798,416056,48,1,Salaried,17,Good,1
47,17462,387,156215,645350,60,1,Unemployed,19,Average,0
37,24460,623,311839,539838,60,4,Unemployed,5,Poor,0
60,114319,695,425963,726923,60,3,Self-Employed,8,Good,1
51,144593,703,243942,908440,60,4,Salaried,7,Average,1
54,137672,381,230259,445991,48,4,Self-Employed,17,Good,1
44,87920,585,129544,983332,48,0,Self-Employed,14,Average,1
55,37553,681,152254,553528,60,4,Self-Employed,0,Good,1
26,59036,569,253800,569149,36,2,Self-Employed,13,Good,1
39,85021,591,9415,854406,60,3,Salaried,17,Good,1
50,122205,752,404301,727748,48,0,Business,18,Poor,1
27,103209,323,408224,654879,24,3,Business,18,Good,1
30,90139,610,87638,302990,60,0,Salaried,9,Good,1
52,20368,760,18452,330759,60,2,Self-Employed,19,Average,1
54,73829,507,457291,72838,60,4,Self-Employed,20,Good,1
48,144036,737,401336,352872,60,0,Self-Employed,5,Good,1
35,29719,837,195457,690537,12,0,Salaried,16,Good,1
50,44227,635,466572,652288,60,0,Self-Employed,13,Average,0
57,124430,721,110205,364942,48,2,Salaried,12,Good,1
49,27306,620,18170,515992,48,3,Self-Employed,7,Good,1
42,68822,796,16259,987126,12,2,Business,9,Good,1
24,39042,462,284243,194608,60,0,Business,8,Poor,0
40,104424,840,140721,186772,36,0,Salaried,4,Good,1
52,33019,464,129394,744199,60,4,Self-Employed,3,Good,1
56,90426,594,489007,846680,48,2,Unemployed,5,Average,1
24,55863,341,321402,95291,24,2,Salaried,5,Good,1
47,126023,584,172109,919061,24,1,Business,12,Good,1
37,61999,686,273949,265963,36,3,Business,3,Poor,1
32,77780,437,254599,175612,60,1,Business,7,Good,1
42,37908,486,43147,591465,12,1,Salaried,4,Average,1
37,141278,730,74280,462699,60,3,Salaried,1,Average,1
30,128002,715,177125,93815,36,4,Unemployed,8,Good,1
21,115706,725,368921,874965,36,4,Salaried,10,Good,1
42,137019,715,97841,836458,36,3,Salaried,19,Poor,1
46,124708,325,484609,154997,24,3,Self-Employed,19,Average,0
38,24343,670,124726,110611,60,2,Salaried,10,Good,1
34,91173,684,390503,661530,60,2,Business,6,Good,1
49,115260,355,76215,467876,12,2,Self-Employed,13,Average,0
32,84443,552,112909,760463,36,2,Business,5,Good,1
56,72530,405,357509,417057,36,0,Business,3,Good,1
55,111143,429,273129,92082,48,0,Salaried,5,Poor,1
32,129527,675,487039,197330,48,4,Salaried,2,Good,1
27,126362,607,274535,677901,24,0,Business,5,Poor,0
49,43807,390,4861,934747,60,0,Salaried,2,Average,0
31,74550,692,456798,926122,12,2,Unemployed,0,Good,1
53,18558,833,261968,145220,12,2,Business,20,Average,1
26,65113,409,183000,589677,36,3,Salaried,17,Good,1
35,67999,639,296508,141860,12,2,Business,3,Good,1
52,73219,655,344543,733045,36,3,Salaried,5,Good,1
31,68218,467,490251,502436,60,3,Salaried,16,Good,0
43,34229,751,249072,994699,12,0,Business,17,Average,1
46,90209,404,224402,71797,36,2,Business,5,Poor,1
54,42877,449,42923,948407,60,0,Self-Employed,1,Poor,0
54,112137,445,401135,933601,60,2,Salaried,11,Good,1
49,53084,598,186968,820227,36,0,Salaried,11,Average,1
24,96780,466,347962,640620,36,0,Salaried,3,Good,1
37,52034,347,440612,810943,24,0,Salaried,15,Good,1
55,70468,538,165912,274997,60,4,Salaried,19,Good,1
33,25589,306,173327,506123,36,0,Self-Employed,9,Good,0
59,72221,763,333304,450404,60,1,Unemployed,9,Good,1
35,16657,752,128165,335840,12,1,Salaried,6,Good,1
49,113300,670,230314,52024,48,1,Salaried,13,Good,1
49,132229,848,401392,479201,48,3,Business,6,Good,1
31,54531,786,295673,711944,36,0,Business,11,Poor,1
52,67227,510,449622,403142,36,1,Unemployed,10,Poor,0
22,18164,464,144013,208116,60,3,Salaried,16,Average,0
34,108078,424,1669,831627,36,1,Salaried,10,Good,1
40,56247,636,498648,317429,60,2,Self-Employed,20,Average,1
42,65599,491,216854,506331,36,4,Self-Employed,2,Average,1
31,83207,513,379517,843802,60,0,Salaried,18,Average,1
47,87055,627,307003,67903,36,4,Self-Employed,3,Good,0
23,117266,680,55786,737859,24,4,Salaried,7,Good,1
37,93270,538,182155,934336,60,2,Salaried,13,Good,1
48,126426,831,433292,859427,24,2,Self-Employed,19,Good,1
49,149794,381,20323,417304,24,2,Salaried,13,Good,1
41,85442,662,230502,478416,24,3,Self-Employed,15,Average,1
36,110632,804,257249,662665,24,1,Salaried,14,Average,1
57,36438,501,6021,251474,12,0,Salaried,11,Good,1
40,73819,803,497957,456782,48,2,Salaried,15,Good,1
26,58856,336,301951,874254,12,0,Salaried,19,Average,0
39,56938,701,390449,419556,36,0,Salaried,18,Good,1
25,74807,475,312499,887654,36,0,Self-Employed,4,Good,1
23,64877,844,495655,930520,48,2,Business,11,Average,1
21,58461,766,113415,543301,48,2,Salaried,4,Good,1
58,108474,500,437948,402594,48,1,Salaried,9,Poor,1
35,98136,839,270855,493884,24,2,Unemployed,16,Average,1
54,35435,846,456295,683654,12,2,Salaried,14,Poor,1
55,99726,693,7904,422222,36,0,Salaried,7,Good,1
45,69786,341,64033,638141,12,1,Salaried,7,Good,1
44,28704,692,231659,235715,12,4,Business,7,Good,1
32,71635,740,348622,960226,12,2,Salaried,9,Good,1
38,148195,805,120035,203405,48,2,Self-Employed,19,Good,1
35,105710,619,220859,459174,48,4,Salaried,12,Average,1
36,77993,514,186168,626730,36,0,Salaried,15,Poor,1
47,127752,370,221666,464170,36,1,Salaried,8,Poor,0
28,147886,535,231853,280755,36,0,Business,15,Good,1
45,93537,580,265237,583963,12,3,Self-Employed,9,Average,0
37,65258,461,287062,139590,48,2,Salaried,2,Good,1
49,100166,490,465959,420714,24,3,Salaried,13,Good,0
28,128710,308,193708,343805,12,2,Self-Employed,12,Poor,1
35,50699,359,189878,638577,60,3,Business,3,Good,1
47,61335,524,140466,67184,12,4,Salaried,3,Good,1
27,61806,586,124501,884395,48,2,Self-Employed,5,Poor,1
23,92853,468,260228,731182,60,2,Salaried,18,Good,1
49,50739,361,92510,505519,12,3,Salaried,10,Poor,1
44,49785,648,93708,257537,48,1,Salaried,7,Good,1
23,100016,741,97819,841699,48,3,Business,13,Poor,1
40,147681,313,235603,233719,24,2,Salaried,7,Good,1
35,81253,463,406496,899246,12,2,Business,13,Good,1
45,106128,719,36303,872457,48,1,Business,6,Good,1
50,142581,819,27453,171246,36,0,Business,20,Average,1
34,125966,847,371030,389749,48,1,Salaried,17,Poor,1
27,114352,327,322839,706341,24,0,Salaried,11,Average,0
37,92154,745,199521,879868,48,2,Unemployed,13,Poor,1
40,123297,507,156837,723832,12,4,Business,14,Average,0
56,53346,769,395556,200408,12,4,Business,17,Good,1
29,127138,403,222787,730947,60,3,Salaried,11,Average,0
58,65772,725,486625,913624,12,1,Salaried,9,Good,1
42,55149,400,38057,287439,60,1,Business,11,Good,1
22,101700,840,393813,957023,36,4,Salaried,7,Good,1
44,111758,821,189060,396655,24,0,Self-Employed,5,Good,1
28,143447,405,94655,583953,36,1,Salaried,18,Average,0
31,20695,576,277169,732457,60,0,Salaried,0,Good,0
33,54169,364,269289,927709,48,0,Salaried,12,Average,1
37,62947,487,101206,626762,48,0,Salaried,15,Poor,0
28,60865,616,186869,777333,36,0,Salaried,17,Good,1
41,119501,437,303867,468401,48,3,Self-Employed,11,Average,0
38,75410,642,73230,125911,60,3,Salaried,4,Average,1
50,118754,404,398046,142643,24,4,Salaried,20,Good,1
38,105895,845,155002,866916,12,3,Business,12,Average,1
51,65705,679,416968,309383,60,1,Salaried,7,Good,1
58,130700,409,108138,413309,60,3,Salaried,5,Good,1
52,88914,844,207097,226682,12,1,Business,2,Good,1
31,16881,653,491444,756167,12,1,Unemployed,19,Good,1
45,62365,616,212376,862267,24,0,Salaried,3,Good,1
53,94211,565,62040,800639,24,4,Salaried,11,Good,1
58,56198,364,108668,146453,24,0,Self-Employed,12,Good,1
28,115649,632,198768,628078,48,0,Salaried,1,Average,0
31,54553,812,457864,782320,60,3,Business,18,Poor,1
42,137778,432,317174,846075,12,3,Unemployed,3,Good,0
44,132018,839,56815,387990,60,1,Unemployed,12,Good,1
37,47766,834,216741,462167,60,3,Salaried,18,Good,1
32,47006,795,112789,535320,24,3,Salaried,7,Poor,1
52,46422,668,428906,458449,24,2,Unemployed,7,Good,1
35,131590,398,219478,587488,60,1,Salaried,15,Good,1
36,27205,616,483248,626563,24,1,Salaried,10,Good,0
42,131477,422,320067,519284,48,2,Business,17,Average,1
48,43202,619,167644,925433,12,1,Salaried,3,Good,1
40,76692,794,185102,726651,60,4,Salaried,0,Good,1
53,35855,756,330048,354592,12,4,Business,0,Average,0
30,40095,821,244533,998084,48,2,Salaried,13,Average,1
60,64241,819,237469,665973,24,3,Salaried,3,Average,1
52,118119,614,233308,464562,36,4,Salaried,10,Good,1
53,67003,841,160275,847051,48,2,Self-Employed,17,Average,1
22,109837,778,77088,679742,36,4,Salaried,15,Good,1
53,109283,319,5608,576054,12,0,Salaried,16,Good,1
53,138805,429,45667,839981,60,2,Self-Employed,1,Good,1
33,108846,592,55547,724053,24,1,Business,3,Good,1
50,37927,431,415701,505235,48,4,Salaried,2,Good,1
53,135589,655,403078,540674,24,1,Business,14,Good,1
33,130657,353,390535,830644,36,2,Salaried,1,Good,1
46,81630,686,234907,944370,36,4,Self-Employed,18,Good,1
42,119428,564,338092,964105,60,1,Salaried,8,Average,1
59,137035,514,480106,543496,36,3,Salaried,9,Good,1
22,141244,759,334024,884760,60,3,Business,20,Poor,1
58,84518,757,57560,520917,48,0,Salaried,18,Good,1
59,96326,342,377207,270172,60,2,Salaried,4,Good,0
46,135243,577,499407,75301,36,1,Salaried,13,Good,1
35,27748,429,214601,619051,12,0,Self-Employed,9,Average,0
54,149164,649,356362,201837,60,2,Salaried,15,Average,0
60,68311,843,376606,881219,24,3,Salaried,5,Poor,1
31,37692,405,159487,957107,12,1,Salaried,7,Good,0
23,139954,300,457739,57425,60,4,Salaried,1,Good,1
26,145035,731,412539,325001,24,3,Salaried,17,Average,1
29,94507,605,184286,233843,12,4,Salaried,20,Average,0
26,95152,826,280141,405143,60,4,Salaried,20,Poor,1
29,19926,352,121266,465660,48,1,Salaried,20,Good,0
59,18969,819,450219,833849,24,1,Business,19,Average,0
51,50733,629,3679,615745,48,4,Business,7,Good,1
52,84855,624,488241,545496,36,0,Business,4,Good,0
32,56743,413,40308,785101,60,4,Salaried,16,Good,1
28,145193,446,206096,443920,60,4,Unemployed,15,Average,0
28,122445,465,170914,579740,24,1,Salaried,4,Average,1
48,35323,678,458624,161153,60,2,Unemployed,16,Good,1
40,31428,438,462748,875294,36,3,Salaried,3,Good,0
27,49578,598,447154,242543,60,1,Salaried,0,Good,0
31,101486,575,5695,529274,12,0,Salaried,5,Good,1
40,79140,477,226812,330444,48,3,Salaried,0,Good,1
36,122325,653,58499,977070,36,1,Business,3,Good,1
24,98829,453,23382,450717,36,1,Business,1,Average,0
26,21364,500,276379,51845,48,2,Unemployed,12,Good,0
42,143867,414,193295,169342,48,0,Self-Employed,13,Good,1
46,146763,367,133438,875613,36,0,Salaried,16,Poor,1
23,110598,744,158539,500479,48,1,Salaried,10,Good,1
34,72062,744,452532,811654,24,2,Unemployed,2,Average,1
31,103302,625,374612,813292,48,1,Self-Employed,6,Good,1
38,78928,658,6764,768398,12,4,Business,9,Poor,1
32,56347,444,221968,298850,12,4,Salaried,10,Good,1
43,18121,574,113831,788650,24,2,Self-Employed,9,Average,0
32,98793,808,61836,297688,48,1,Unemployed,7,Good,1
33,43164,478,294067,608692,12,2,Salaried,4,Poor,1
45,40491,776,255033,596852,60,1,Salaried,1,Good,1
39,74222,713,357855,672186,48,1,Salaried,14,Good,1
56,18748,452,16292,330371,24,4,Business,15,Good,1
28,41553,403,387057,570919,48,3,Salaried,3,Poor,1
49,131547,374,394830,145259,36,0,Salaried,15,Average,0
52,75380,427,283083,174451,36,0,Salaried,11,Good,0
38,59331,644,243772,490691,12,2,Self-Employed,13,Good,1
26,135617,830,18800,67215,36,0,Salaried,11,Good,1
38,54560,458,56440,180577,24,4,Salaried,20,Good,1
39,68865,837,416462,832680,12,3,Unemployed,15,Good,1
42,90910,725,127521,121074,24,1,Unemployed,15,Poor,1
57,92986,322,446021,989203,24,1,Salaried,11,Average,1
52,25068,346,121327,682909,36,4,Business,1,Poor,0
23,69460,824,49648,979958,36,0,Self-Employed,13,Good,1
48,115766,443,377336,753577,24,1,Salaried,10,Average,1
30,61418,718,450067,156759,36,0,Salaried,8,Good,1
55,41206,384,424904,178471,36,4,Salaried,6,Good,1
49,143180,715,355642,858143,36,1,Salaried,11,Good,1
35,15287,781,291908,458275,48,2,Salaried,16,Good,1
53,37337,755,294614,622686,24,3,Business,8,Poor,1
27,147233,596,256160,837718,60,0,Salaried,5,Good,1
32,115667,411,169573,215369,24,0,Self-Employed,11,Average,0
50,105071,529,57207,682592,12,0,Salaried,19,Average,1
41,113064,395,62157,154959,36,0,Self-Employed,9,Good,1
51,121511,677,134288,289317,36,4,Salaried,8,Good,1
44,18178,455,153144,731845,60,4,Self-Employed,11,Good,0
40,46831,720,93778,372111,12,4,Business,0,Good,1
57,148248,404,130016,934235,48,4,Business,1,Average,0
24,118306,629,124288,179745,24,1,Salaried,18,Poor,1
48,127025,738,168204,104583,48,4,Self-Employed,0,Good,1
40,105417,431,110573,698365,12,1,Unemployed,15,Poor,1
44,26984,681,120730,494846,60,2,Self-Employed,15,Good,1
52,104312,437,411077,161359,12,4,Salaried,17,Good,1
56,98291,569,64186,601374,60,2,Self-Employed,17,Good,1
54,22135,849,267104,721844,48,4,Salaried,12,Good,0
56,15320,695,18781,773983,48,2,Business,11,Good,1
22,103774,763,237677,678420,12,3,Self-Employed,8,Good,1
35,113071,749,257506,565329,12,2,Salaried,4,Good,1
54,124863,630,31126,109263,36,1,Salaried,8,Good,1
56,56777,552,238217,724035,60,0,Salaried,12,Good,1
26,61250,584,415794,956587,36,2,Unemployed,15,Good,0
59,88034,573,368178,110664,24,0,Salaried,9,Good,1
32,119940,319,280027,467896,24,3,Salaried,15,Good,1
23,55130,538,29782,984581,12,3,Unemployed,13,Average,0
38,148609,569,318531,956906,48,1,Salaried,1,Good,1
60,30216,717,148051,389112,24,1,Salaried,18,Good,1
41,99149,609,295890,970995,24,2,Self-Employed,10,Average,0
35,18009,330,261161,751486,36,4,Salaried,18,Good,0
53,104904,403,66266,817018,36,3,Salaried,10,Average,1
55,30029,485,56,446608,24,0,Salaried,13,Good,1
46,117171,427,293601,505473,12,4,Self-Employed,14,Good,1
28,129456,509,395459,117804,36,3,Unemployed,6,Good,1
56,77559,713,448247,874832,24,2,Salaried,14,Good,1
50,79892,580,132773,479767,48,3,Salaried,7,Average,1
43,85409,552,187453,864520,36,1,Salaried,3,Good,1
34,48065,318,181510,261087,24,0,Business,17,Poor,0
34,135544,435,335983,992969,60,0,Salaried,13,Good,0
22,122340,522,80636,491371,36,1,Business,20,Poor,1
57,48783,302,369841,137893,60,4,Salaried,17,Good,1
25,49152,535,66483,842401,36,1,Unemployed,3,Good,1
58,73741,764,20505,58981,36,0,Self-Employed,1,Good,1
34,122049,527,399769,464248,60,2,Self-Employed,20,Good,1
59,44092,798,33525,366235,12,4,Salaried,5,Average,1
45,101483,820,211474,157154,24,3,Business,10,Good,1
40,136585,438,96008,336552,12,2,Salaried,0,Average,0
22,74754,575,44348,729601,12,4,Salaried,14,Good,1
59,102592,590,202259,884372,24,0,Salaried,11,Average,1
26,109543,352,269417,526154,48,0,Business,17,Good,1
37,58169,409,326380,756465,12,2,Business,4,Average,1
45,69745,303,206641,242122,12,4,Self-Employed,10,Good,1
48,125168,346,134607,53657,12,3,Self-Employed,20,Poor,1
22,128985,393,411893,857662,48,3,Salaried,18,Poor,0
55,20543,512,214096,986184,36,1,Business,0,Poor,0
57,36067,735,107157,263766,60,2,Business,16,Good,1
25,66033,807,908,659019,60,4,Self-Employed,7,Good,1
21,60256,504,252299,223412,48,2,Salaried,15,Good,1
60,101803,680,201225,741310,12,3,Unemployed,10,Poor,1
32,133843,372,108352,713227,60,4,Business,18,Poor,1
56,43992,815,95967,783902,48,0,Self-Employed,10,Good,1
43,63803,375,351133,54329,24,0,Salaried,14,Good,1
51,124975,376,35079,348009,60,4,Self-Employed,7,Poor,1
31,41270,709,212628,772300,24,2,Self-Employed,13,Good,1
30,22452,405,111889,569897,12,2,Salaried,0,Good,0
23,56486,850,262063,87869,60,0,Salaried,9,Poor,1
34,29859,775,311467,247977,48,0,Salaried,6,Average,1
36,47083,574,438536,956617,36,3,Self-Employed,17,Poor,0
30,82708,387,485314,548185,60,4,Salaried,11,Good,0
49,126462,376,352053,133984,60,2,Salaried,1,Good,1
30,108076,376,46105,961604,60,3,Business,17,Average,1
32,34053,741,423380,151069,60,2,Self-Employed,20,Good,1
50,104745,839,132957,298577,48,0,Salaried,6,Good,1
21,84517,544,451035,926143,48,4,Salaried,19,Poor,0
25,94267,681,1049,378396,36,1,Business,11,Poor,1
40,95077,441,53281,391530,48,4,Business,19,Good,1
28,91623,667,305415,168728,48,1,Salaried,13,Good,1
32,146004,383,66697,573846,12,3,Unemployed,9,Good,1
21,68687,442,459567,969215,12,1,Salaried,8,Good,1
40,83312,651,36534,75801,24,1,Unemployed,14,Good,1
48,122615,844,93034,792647,36,3,Salaried,19,Good,1
57,145976,451,58097,809925,12,4,Salaried,9,Good,1
57,42564,457,184885,664997,36,3,Salaried,18,Poor,0
32,43835,745,287181,365414,36,0,Salaried,18,Good,1
57,22697,602,429223,514838,60,0,Self-Employed,11,Good,0
48,95165,749,472694,891967,36,1,Business,11,Average,1
35,72823,523,27278,305560,60,3,Business,8,Good,1
26,24615,342,139344,818026,24,3,Salaried,19,Poor,0
40,145499,563,450399,782119,24,3,Salaried,3,Average,1
34,91436,302,361317,66220,24,4,Salaried,0,Poor,1
22,135562,567,300438,325536,60,2,Salaried,15,Good,1
29,86117,315,73277,528803,60,2,Self-Employed,0,Good,1
57,49782,633,455725,445462,24,2,Salaried,12,Good,1
40,93533,763,4694,332154,60,4,Business,2,Poor,1
46,87684,358,489058,176951,48,3,Self-Employed,11,Good,1
49,94558,476,58150,380502,48,2,Salaried,8,Good,1
21,96422,362,67470,533419,60,3,Self-Employed,3,Average,1
55,21638,606,21556,198306,60,1,Salaried,1,Good,1
26,52419,545,195543,932622,12,2,Salaried,8,Average,1
57,48377,588,443071,690083,12,1,Business,19,Poor,0
25,121244,631,49086,492667,36,4,Salaried,12,Poor,1
53,38382,826,149979,959222,36,0,Salaried,13,Good,1
34,82789,554,248399,175223,36,4,Business,2,Good,1
32,125634,809,464911,572886,24,4,Salaried,17,Good,1
40,146936,762,179559,649493,48,4,Business,8,Good,1
44,114572,498,422374,465000,24,2,Salaried,14,Average,1
54,138664,570,413509,997176,60,1,Salaried,9,Average,1
45,125674,363,438977,51082,12,2,Business,16,Average,1
49,118533,529,99468,454364,60,0,Business,12,Good,1
59,96845,548,295531,208566,60,4,Salaried,0,Average,0
51,84590,545,433966,911525,12,3,Salaried,10,Good,1
43,142775,456,68602,364096,60,0,Business,4,Good,1
58,81471,387,414472,86719,36,1,Salaried,8,Average,0
40,58298,612,493857,98737,12,0,Self-Employed,6,Good,1
43,63924,365,398810,502669,60,2,Business,6,Average,1
36,24726,319,2460,157271,36,3,Self-Employed,1,Good,0
28,55542,332,72356,744896,36,2,Business,18,Good,1
41,49753,372,316842,231676,48,4,Business,19,Good,1
21,94788,642,259925,494049,36,4,Self-Employed,17,Average,1
28,36316,432,363890,981543,24,0,Business,9,Good,1
49,99698,354,16191,642127,12,4,Self-Employed,4,Average,0
52,30960,360,84631,884363,12,4,Salaried,15,Average,1
58,45791,819,245702,352069,12,1,Salaried,4,Good,1
25,40216,571,272673,232075,60,1,Business,14,Poor,1
42,79427,545,32175,492113,60,2,Business,15,Poor,1
54,127470,475,279819,137745,24,2,Salaried,3,Poor,0
21,88290,616,436374,176298,36,1,Salaried,13,Average,0
46,62014,430,308942,667997,60,0,Unemployed,16,Good,0
30,65519,401,333054,354431,36,1,Self-Employed,16,Good,1
50,19042,609,392544,796086,36,2,Salaried,20,Average,0
38,64052,591,157048,476228,60,3,Self-Employed,15,Good,1
37,29389,794,194188,681540,60,4,Unemployed,8,Average,0
46,110961,660,340822,747143,24,3,Business,1,Good,1
28,83111,637,62821,421467,48,3,Business,10,Good,1
60,120058,309,12204,511531,12,4,Salaried,14,Good,1
32,108715,348,448881,789126,60,1,Business,2,Good,1
47,65733,786,269538,489707,60,0,Self-Employed,15,Good,1
28,49754,620,246464,270013,36,3,Business,20,Poor,1
45,100886,432,326958,501800,48,0,Salaried,18,Good,0
24,104524,382,33593,849235,60,2,Salaried,5,Good,1
53,96006,356,435180,230697,48,3,Salaried,13,Good,0
21,39704,675,208260,693107,12,2,Salaried,4,Good,1
39,109913,648,115064,929793,36,1,Business,4,Good,1
51,109108,570,492492,63698,24,3,Unemployed,5,Average,0
36,22493,782,53365,65376,12,2,Self-Employed,17,Average,0
34,84639,410,240644,526870,48,2,Business,17,Poor,1
25,69383,375,393659,325261,48,1,Salaried,18,Good,1
46,149066,457,220511,286591,12,0,Business,1,Good,1
48,62234,831,492274,481172,48,0,Business,16,Average,1
22,143674,628,421396,98786,24,3,Business,0,Good,0
26,20594,421,442007,687293,24,1,Self-Employed,8,Good,0
29,22371,340,479871,268850,48,3,Self-Employed,12,Average,0
53,62315,466,206971,378624,48,0,Business,3,Average,1
45,142251,322,436881,737055,24,1,Salaried,4,Good,1
33,94526,578,103700,969015,48,4,Business,17,Good,1
29,101005,768,359221,889665,60,1,Unemployed,9,Good,1
33,120573,699,396681,423166,36,1,Salaried,3,Good,1
51,72514,308,68247,465718,60,4,Business,12,Good,1
31,90986,312,182631,493226,48,2,Business,12,Good,1
24,100959,351,156270,142529,48,2,Self-Employed,16,Good,1
54,17035,508,316884,517121,36,2,Self-Employed,7,Average,0
58,124767,849,153560,815784,48,0,Business,3,Average,1
24,32241,701,169587,489705,36,1,Salaried,2,Average,1
58,67975,490,482360,675207,24,4,Salaried,10,Good,1
39,71396,350,290042,919965,36,0,Business,11,Good,1
26,133920,692,395135,524381,36,4,Self-Employed,8,Good,1
54,101226,599,181142,999453,60,0,Business,14,Good,1
38,99719,495,62613,522803,48,0,Salaried,12,Poor,1
33,78014,716,96707,536275,24,0,Salaried,4,Average,1
43,54346,719,373921,772670,12,4,Unemployed,4,Good,1
39,85411,821,479351,259870,36,3,Salaried,18,Good,1
31,91441,655,475717,643695,12,0,Business,10,Good,1
21,61121,447,47003,648097,48,2,Business,8,Good,1
44,75197,664,48478,329373,36,1,Business,2,Good,1
27,99577,663,407650,994889,12,3,Salaried,17,Good,1
45,109634,701,439462,616464,60,3,Self-Employed,12,Good,1
41,115211,791,429865,669113,12,4,Business,11,Good,1
35,16466,528,59030,970764,60,3,Salaried,8,Average,0
21,45771,836,184133,147555,24,4,Salaried,9,Good,1
32,98886,567,395215,577433,48,4,Salaried,12,Average,0
27,80911,704,145921,147289,12,2,Salaried,19,Good,1
35,103422,310,469655,713162,36,0,Business,19,Average,0
41,88369,619,246160,838695,48,3,Business,12,Good,1
39,16893,425,314944,470129,12,0,Unemployed,8,Good,0
49,45573,605,267589,107788,36,0,Self-Employed,9,Good,0
45,111907,810,494148,713515,36,0,Business,18,Good,1
53,114956,388,149112,706282,36,4,Salaried,5,Good,1
52,133580,654,457531,777591,36,0,Self-Employed,6,Good,1
55,106404,651,262390,201744,12,3,Self-Employed,14,Average,1
58,72724,313,31153,219598,24,4,Unemployed,18,Good,1
46,101133,556,267356,881776,60,3,Business,13,Good,1
31,30989,508,134411,959251,60,4,Unemployed,15,Good,1
55,43931,580,481894,462230,60,1,Business,13,Good,1
28,24290,742,56238,647640,24,1,Business,19,Poor,0
34,136136,688,412610,534495,36,1,Salaried,1,Poor,1
30,94878,782,316015,352468,36,1,Business,8,Good,1
22,105477,446,362816,557745,48,4,Self-Employed,2,Good,1
29,141299,578,470938,930507,60,0,Salaried,5,Average,0
23,120686,820,296751,276710,60,2,Salaried,4,Good,1
41,122286,733,52055,744058,36,2,Self-Employed,13,Average,1
46,55475,443,104509,913601,60,1,Salaried,14,Poor,1
28,97666,588,135467,859816,36,0,Salaried,17,Average,1
22,111622,685,127378,577800,36,3,Self-Employed,16,Good,1
26,122573,313,408506,973570,36,0,Unemployed,8,Average,0
48,61546,556,87687,736860,12,3,Business,18,Poor,0
49,22008,645,327222,173775,12,2,Salaried,8,Average,0
46,63291,644,396907,128743,12,0,Salaried,15,Good,1
45,51386,699,400686,397786,12,0,Salaried,5,Poor,1
32,105909,506,397057,441731,24,2,Salaried,7,Poor,0
25,48040,471,102652,654146,48,0,Salaried,2,Poor,1
54,75354,763,325341,629088,48,3,Unemployed,4,Good,1
57,93543,569,55773,506356,36,0,Self-Employed,6,Average,1
35,33157,520,410992,674652,60,3,Salaried,0,Average,0
56,50315,451,202668,555533,12,1,Salaried,20,Good,1
35,50932,482,381087,314531,48,0,Self-Employed,3,Good,1
43,128880,698,27584,237232,48,3,Self-Employed,15,Average,1
26,147018,371,244901,778927,12,2,Salaried,13,Poor,0
41,29693,717,397516,182871,24,1,Unemployed,0,Poor,0
43,42241,582,265482,169095,24,0,Salaried,3,Good,1
36,130194,373,62601,609836,48,3,Salaried,9,Good,1
35,110790,654,136559,140450,24,0,Salaried,10,Good,1
45,87255,796,36282,679957,12,3,Self-Employed,6,Poor,1
56,26350,627,226137,916603,48,0,Salaried,3,Good,0
31,71809,834,377591,483595,12,1,Salaried,0,Average,0
35,116894,746,95798,357558,24,1,Salaried,0,Average,1
24,112557,672,130963,647359,12,0,Self-Employed,16,Poor,1
41,46728,661,470032,687096,24,0,Salaried,9,Good,1
33,32576,392,370755,550884,24,4,Salaried,4,Average,1
42,98384,620,159876,128591,12,0,Salaried,6,Poor,1
